date,time,location,download,upload,latency
2022-01-19,20:06,Sønderborg,725.23,447.21,43.03 ms
2022-08-15,23:32,Glostrup,2408.34,1192.32,4.77 ms
2022-11-27,05:02,Favrskov,2277.41,375.86,20.27 ms
2022-03-12,07:34,Næstved,787.69,147.74,22.22 ms
2022-08-15,13:31,Middelfart,1412.62,1114.81,17.51 ms
2022-08-06,14:33,Sorø,1690.8,962.53,36.14 ms
2022-01-04,16:03,Vordingborg,1835.18,290.07,10.44 ms
2022-10-14,02:09,Ikast-Brande,1599.9,746.54,26.11 ms
2022-11-11,08:53,Assens,440.97,151.95,15.81 ms
2022-09-01,05:29,Læsø,2510.93,1238.72,41.0 ms
2022-09-23,19:00,Hedensted,2113.65,139.37,9.91 ms
2022-10-22,15:57,Aarhus,2423.89,1239.65,44.13 ms
2022-11-21,17:27,Ærø,1889.74,104.08,18.48 ms
2022-06-29,16:57,Egedal,906.78,847.32,30.43 ms
2022-11-08,09:28,Vallensbæk,1194.4,578.76,41.14 ms
2022-06-12,11:19,Ballerup,1129.15,211.95,12.13 ms
2022-03-27,15:39,Kolding,776.95,637.92,30.2 ms
2022-02-16,06:22,Odder,1053.0,943.45,25.57 ms
2022-09-18,03:32,Kerteminde,835.08,1230.79,48.1 ms
2022-01-06,18:14,Rødovre,1735.8,583.35,24.61 ms
2022-01-01,01:37,Norddjurs,24.83,978.15,40.7 ms
2022-03-11,20:03,Roskilde,908.91,700.15,27.9 ms
2022-09-12,07:57,Syddjurs,858.36,1102.12,43.18 ms
2022-03-24,08:48,Struer,1499.52,995.65,44.16 ms
2022-07-28,22:04,Ballerup,515.77,640.49,19.89 ms
2022-04-13,14:30,Jammerbugt,277.26,969.85,8.34 ms
2022-12-29,17:12,Jammerbugt,2331.13,286.59,23.45 ms
2022-03-30,00:59,Billund,1992.6,203.59,52.62 ms
2022-02-12,11:07,Sønderborg,1520.41,1174.91,45.29 ms
2022-02-24,16:06,Vejen,2365.66,29.93,3.45 ms
2022-04-16,01:01,Gribskov,221.65,603.44,23.65 ms
2022-04-29,02:08,Aarhus,1270.42,932.92,18.34 ms
2022-04-03,17:56,Ærø,2236.38,1004.23,22.93 ms
2022-04-28,23:44,Fredensborg,2383.95,770.49,45.87 ms
2022-01-03,06:22,Næstved,1183.73,1249.65,19.85 ms
2022-07-19,16:52,Odder,715.69,1189.81,31.8 ms
2022-02-20,22:56,Herlev,704.37,551.9,37.3 ms
2022-06-05,13:19,Hedensted,790.98,88.15,28.61 ms
2022-08-13,21:20,Gladsaxe,546.14,178.45,8.54 ms
2022-03-09,12:02,Aabenraa,2281.71,1239.39,18.33 ms
2022-09-01,18:25,Fanø,792.78,631.25,23.77 ms
2022-02-28,20:39,Høje-Taastrup,1469.28,1146.35,30.45 ms
2022-07-02,03:00,Guldborgsund,2513.64,827.4,26.12 ms
2022-12-27,18:49,Høje-Taastrup,387.5,26.19,27.6 ms
2022-06-26,14:42,Dragør,2289.24,168.24,6.48 ms
2022-11-02,09:28,Ballerup,1599.67,273.76,26.09 ms
2022-03-12,03:59,Hillerød,969.03,626.88,25.33 ms
2022-04-08,17:54,Langeland,921.11,519.3,45.73 ms
2022-08-09,21:58,Glostrup,617.2,593.85,2.17 ms
2022-11-26,01:20,Herning,2325.77,44.28,28.71 ms
2022-10-11,14:38,Gentofte,356.77,882.38,35.26 ms
2022-03-30,21:36,Holbæk,1568.41,717.56,7.02 ms
2022-04-30,21:02,Copenhagen,1693.8,327.91,33.39 ms
2022-05-14,00:00,Assens,600.6,120.83,10.63 ms
2022-04-03,03:24,Vordingborg,2199.21,1115.02,18.55 ms
2022-12-09,13:31,Copenhagen,427.87,813.27,48.34 ms
2022-04-16,11:40,Copenhagen,27.05,1104.66,37.13 ms
2022-06-22,11:23,Vejle,661.52,858.05,20.49 ms
2022-06-21,20:05,Furesø,954.96,120.76,26.54 ms
2022-03-01,22:09,Svendborg,1867.44,604.38,32.14 ms
2022-04-19,22:11,Gribskov,2109.43,1147.41,30.52 ms
2022-07-04,04:18,Langeland,1128.27,604.9,34.74 ms
2022-11-28,14:28,Odense,706.12,1100.79,48.18 ms
2022-12-11,15:45,Lejre,2455.21,1166.86,14.98 ms
2022-11-30,19:46,Sorø,1873.62,1027.29,39.37 ms
2022-09-28,10:06,Billund,269.46,565.89,10.66 ms
2022-03-28,11:30,Odder,1917.13,580.26,15.31 ms
2022-04-21,15:30,Langeland,2305.4,1258.75,30.02 ms
2022-05-17,15:01,Holstebro,449.76,250.52,5.51 ms
2022-07-22,17:05,Brøndby,409.35,771.96,38.96 ms
2022-08-29,23:58,Holstebro,875.18,892.26,44.18 ms
2022-05-19,12:22,Furesø,1052.19,780.77,22.44 ms
2022-06-03,16:04,Køge,1396.2,723.48,43.5 ms
2022-07-21,03:53,Ringsted,1624.44,1210.65,45.73 ms
2022-05-28,02:13,Haderslev,523.76,413.89,2.03 ms
2022-02-16,21:02,Copenhagen,1166.49,906.82,14.28 ms
2022-06-26,08:45,Odense,1491.15,918.53,51.15 ms
2022-05-02,14:57,Næstved,755.07,153.77,21.07 ms
2022-01-04,20:37,Ærø,335.09,684.39,51.56 ms
2022-07-10,23:12,Frederiksberg,930.13,1029.58,33.82 ms
2022-11-15,16:30,Sorø,2126.07,802.47,13.39 ms
2022-09-09,14:32,Nordfyn,1383.86,479.24,13.68 ms
2022-11-03,04:05,Frederiksberg,216.19,352.85,29.41 ms
2022-02-27,01:08,Næstved,508.72,479.59,19.82 ms
2022-09-11,16:01,Fanø,1103.78,210.92,12.27 ms
2022-12-29,23:22,Billund,690.26,717.16,5.37 ms
2022-07-11,07:31,Nyborg,2328.57,645.76,47.79 ms
2022-08-12,18:21,Tårnby,2074.83,20.79,41.26 ms
2022-07-22,10:23,Kalundborg,505.59,780.13,31.7 ms
2022-10-13,05:13,Assens,2448.69,353.95,14.48 ms
2022-05-04,09:04,Vejen,1446.56,1088.38,53.07 ms
2022-09-23,21:19,Ballerup,464.42,446.16,12.14 ms
2022-07-18,06:43,Favrskov,437.41,966.32,22.89 ms
2022-06-29,20:02,Roskilde,1671.1,769.49,15.66 ms
2022-06-23,10:14,Ballerup,1908.97,16.54,28.2 ms
2022-10-19,04:08,Fanø,915.1,244.19,25.05 ms
2022-10-01,09:36,Morsø,636.18,324.54,26.22 ms
2022-03-22,03:29,Jammerbugt,2294.59,153.6,41.61 ms
2022-12-27,16:28,Randers,333.81,56.5,4.15 ms
2022-01-02,02:03,Herning,2434.87,684.95,21.62 ms
2022-11-05,00:09,Køge,1727.97,1224.43,11.01 ms
2022-01-27,22:37,Tårnby,1845.49,377.28,45.27 ms
2022-04-18,11:17,Ringkøbing-Skjern,2363.48,1001.23,30.11 ms
2022-02-08,05:26,Halsnæs,663.52,206.2,16.97 ms
2022-01-16,08:21,Rebild,247.59,362.74,13.37 ms
2022-05-17,20:55,Ballerup,2063.57,226.54,40.12 ms
2022-08-12,09:50,Læsø,736.03,1047.32,42.93 ms
2022-04-30,17:04,Sønderborg,1714.15,135.97,40.29 ms
2022-12-03,15:50,Holbæk,2114.51,585.19,18.11 ms
2022-09-25,09:51,Frederiksberg,1384.56,1121.55,19.35 ms
2022-08-21,20:21,Copenhagen,179.36,236.13,55.43 ms
2022-10-21,07:06,Odsherred,648.81,1102.68,50.3 ms
2022-07-18,04:47,Randers,2270.85,10.99,27.43 ms
2022-07-13,22:28,Horsens,1629.25,1230.35,23.33 ms
2022-02-23,20:05,Furesø,2337.04,490.81,23.88 ms
2022-03-26,19:10,Nordfyn,1392.78,1161.73,32.75 ms
2022-02-16,11:21,Viborg,252.86,363.89,40.11 ms
2022-08-14,01:35,Gribskov,2554.29,169.89,20.54 ms
2022-07-10,19:11,Tønder,814.88,755.79,8.4 ms
2022-10-17,02:33,Svendborg,1839.3,1076.19,34.93 ms
2022-12-25,03:00,Langeland,1117.17,1203.9,50.22 ms
2022-01-13,06:57,Sorø,2229.99,577.71,8.4 ms
2022-11-17,15:27,Ærø,36.83,733.41,23.16 ms
2022-09-09,02:25,Herlev,781.28,972.46,50.66 ms
2022-11-17,19:54,Langeland,667.7,578.93,50.75 ms
2022-05-15,11:40,Esbjerg,826.96,755.53,45.17 ms
2022-07-29,19:57,Lejre,853.22,1256.87,30.73 ms
2022-04-15,00:06,Helsingør,1885.29,991.65,8.25 ms
2022-05-03,15:10,Frederikshavn,775.25,886.45,4.25 ms
2022-11-30,16:11,Rudersdal,1632.86,731.87,44.2 ms
2022-07-31,10:39,Herning,1221.38,844.68,54.15 ms
2022-06-13,12:04,Holstebro,228.19,1211.39,8.93 ms
2022-09-11,02:52,Fredericia,1844.66,160.28,2.95 ms
2022-10-21,15:52,Aarhus,2118.1,463.48,18.5 ms
2022-06-26,18:49,Hvidovre,1583.65,83.08,14.26 ms
2022-07-17,16:00,Silkeborg,451.83,987.08,6.12 ms
2022-08-01,17:40,Hvidovre,185.3,1094.02,10.28 ms
2022-06-06,04:11,Skanderborg,44.9,865.53,11.0 ms
2022-03-29,20:11,Bornholm,2106.69,251.78,15.5 ms
2022-11-19,22:57,Gentofte,2243.13,182.83,21.18 ms
2022-01-10,22:19,Egedal,1225.36,265.65,33.08 ms
2022-06-11,03:05,Halsnæs,2045.84,980.08,38.45 ms
2022-08-05,00:19,Lyngby-Taarbæk,2221.33,536.75,8.87 ms
2022-05-21,17:53,Glostrup,2314.09,742.99,18.89 ms
2022-12-31,10:04,Ishøj,524.98,135.77,34.79 ms
2022-12-24,15:56,Fanø,1565.93,513.84,28.64 ms
2022-01-28,08:02,Holbæk,2060.49,194.05,20.67 ms
2022-12-19,05:23,Samsø,446.11,26.88,40.57 ms
2022-11-22,02:26,Egedal,2369.37,80.75,17.59 ms
2022-02-02,08:45,Albertslund,345.69,400.23,3.95 ms
2022-06-07,19:08,Nyborg,732.28,414.57,41.18 ms
2022-07-17,07:17,Lemvig,1316.87,301.54,24.7 ms
2022-05-30,23:09,Vejen,1769.95,1188.96,21.81 ms
2022-01-31,20:50,Struer,1257.35,623.28,38.46 ms
2022-12-26,15:50,Tønder,998.51,522.6,25.68 ms
2022-04-16,11:18,Allerød,893.96,946.56,31.33 ms
2022-11-10,13:05,Frederikssund,1126.2,1088.09,38.41 ms
2022-08-26,23:00,Odense,886.63,741.23,3.24 ms
2022-03-24,03:18,Køge,1536.75,1219.71,49.82 ms
2022-02-17,14:58,Herlev,2212.45,55.91,27.25 ms
2022-11-11,11:45,Randers,1260.95,1045.49,29.02 ms
2022-01-17,00:47,Fredericia,992.62,165.01,19.53 ms
2022-09-30,02:00,Lejre,690.87,443.01,37.17 ms
2022-06-16,00:29,Vallensbæk,1601.64,1248.32,14.74 ms
2022-09-01,13:38,Odense,1138.98,402.25,3.47 ms
2022-07-12,02:20,Norddjurs,1282.92,139.82,19.0 ms
2022-10-13,11:49,Vesthimmerland,30.34,410.64,52.25 ms
2022-07-24,07:19,Varde,2280.81,747.24,54.88 ms
2022-03-12,09:13,Norddjurs,394.07,641.35,55.0 ms
2022-08-16,05:50,Odense,1456.3,440.73,2.33 ms
2022-07-03,16:32,Ringkøbing-Skjern,360.09,917.0,53.53 ms
2022-09-07,03:08,Morsø,1461.97,194.01,21.07 ms
2022-01-17,12:53,Syddjurs,499.63,1006.35,23.65 ms
2022-11-29,16:55,Jammerbugt,122.74,960.1,16.9 ms
2022-10-27,23:36,Vordingborg,658.79,492.23,38.8 ms
2022-10-15,03:36,Randers,1330.12,218.17,18.03 ms
2022-09-01,17:03,Dragør,1.83,669.3,28.78 ms
2022-05-11,12:50,Ringsted,1028.97,1134.78,51.14 ms
2022-07-27,01:39,Frederiksberg,2358.15,541.29,37.44 ms
2022-10-05,23:03,Brønderslev,275.96,338.51,16.76 ms
2022-11-17,21:14,Herning,1864.77,774.65,47.61 ms
2022-06-25,13:17,Tårnby,434.37,819.81,41.74 ms
2022-06-05,20:37,Sorø,601.84,244.66,55.27 ms
2022-08-29,17:58,Lejre,2222.54,1201.28,17.57 ms
2022-05-23,16:07,Odsherred,1832.7,57.87,31.51 ms
2022-06-04,23:13,Vejen,2260.99,827.5,52.02 ms
2022-04-05,03:02,Halsnæs,2381.67,1054.21,12.68 ms
2022-03-31,18:43,Kolding,289.3,171.28,43.2 ms
2022-10-09,21:36,Rudersdal,756.66,813.61,23.23 ms
2022-10-30,03:16,Sønderborg,1910.33,385.24,50.37 ms
2022-09-09,11:41,Kolding,2532.79,554.2,43.36 ms
2022-12-17,21:39,Solrød,777.99,1154.43,22.13 ms
2022-01-19,09:35,Holbæk,1039.27,1164.62,51.66 ms
2022-12-30,18:35,Hillerød,787.09,748.7,17.27 ms
2022-05-03,02:16,Hedensted,970.09,998.27,34.43 ms
2022-08-23,10:29,Kalundborg,819.69,326.74,54.0 ms
2022-08-14,08:50,Billund,1672.28,945.05,15.96 ms
2022-04-01,18:45,Fredensborg,1952.31,245.44,47.79 ms
2022-05-29,14:16,Fanø,908.5,668.34,24.96 ms
2022-11-23,03:32,Norddjurs,2453.64,1130.61,50.03 ms
2022-04-19,13:32,Vallensbæk,1537.52,1239.71,19.91 ms
2022-08-26,20:22,Syddjurs,581.24,1053.41,45.68 ms
2022-08-19,17:19,Tårnby,1217.85,541.37,13.18 ms
2022-05-17,23:39,Nordfyn,2480.34,787.06,53.47 ms
2022-09-16,23:37,Næstved,522.9,1062.58,16.59 ms
2022-01-17,20:01,Rebild,1929.48,1141.18,18.11 ms
2022-01-24,11:34,Helsingør,2303.49,1015.28,25.31 ms
2022-02-17,23:07,Silkeborg,520.79,785.08,8.75 ms
2022-07-30,15:06,Mariagerfjord,1017.81,181.51,2.66 ms
2022-05-29,18:48,Vordingborg,438.38,813.86,11.38 ms
2022-04-18,01:16,Sorø,1238.98,1169.8,16.52 ms
2022-12-08,08:33,Allerød,2125.25,280.47,35.34 ms
2022-08-31,18:13,Gentofte,1487.91,249.98,10.65 ms
2022-10-15,14:32,Tønder,2170.3,501.48,23.05 ms
2022-07-01,07:19,Struer,1973.35,1005.71,6.13 ms
2022-04-19,22:43,Skive,974.72,284.05,13.76 ms
2022-12-24,09:50,Silkeborg,1304.5,1036.66,22.28 ms
2022-04-12,17:28,Solrød,1733.82,430.27,33.68 ms
2022-07-25,12:58,Hedensted,1243.6,418.91,29.44 ms
2022-01-10,08:34,Holstebro,434.96,178.73,12.63 ms
2022-01-07,21:01,Gentofte,1526.8,432.48,13.43 ms
2022-12-24,02:51,Svendborg,2484.62,589.65,32.18 ms
2022-07-19,15:34,Kolding,971.79,292.93,11.34 ms
2022-10-16,21:37,Ringkøbing-Skjern,708.73,454.32,55.05 ms
2022-05-16,19:47,Vallensbæk,1209.55,1134.52,29.35 ms
2022-08-12,07:47,Slagelse,2011.5,597.69,41.62 ms
2022-09-28,21:55,Ringsted,1036.29,1212.71,25.71 ms
2022-04-23,23:12,Vallensbæk,1623.23,707.56,2.12 ms
2022-02-21,13:15,Holstebro,2117.77,1097.06,33.31 ms
2022-12-31,00:46,Middelfart,1554.0,1186.56,27.54 ms
2022-03-14,18:11,Bornholm,877.92,714.86,14.01 ms
2022-09-20,17:58,Sorø,1215.08,110.24,14.8 ms
2022-03-05,09:45,Mariagerfjord,1048.0,718.07,2.09 ms
2022-06-24,07:54,Dragør,2142.33,325.44,25.57 ms
2022-12-07,02:28,Ringkøbing-Skjern,938.27,559.47,34.0 ms
2022-10-12,11:04,Morsø,568.72,912.84,29.25 ms
2022-10-18,07:02,Glostrup,559.37,170.72,31.32 ms
2022-03-29,06:13,Herning,30.31,1189.41,26.2 ms
2022-04-09,11:59,Samsø,953.47,1121.77,41.67 ms
2022-07-18,21:49,Skanderborg,2043.57,734.49,18.41 ms
2022-09-03,23:03,Rebild,915.82,640.76,50.15 ms
2022-08-28,19:21,Mariagerfjord,747.25,200.08,18.92 ms
2022-11-08,03:15,Gentofte,829.5,94.38,31.99 ms
2022-04-12,21:33,Brøndby,2552.28,1276.8,21.07 ms
2022-11-14,19:32,Hjørring,295.87,897.28,33.77 ms
2022-10-09,02:47,Frederikshavn,1479.99,349.78,38.79 ms
2022-03-10,22:16,Svendborg,1799.22,489.62,5.19 ms
2022-03-24,07:50,Holstebro,1064.12,1104.43,31.99 ms
2022-08-26,01:42,Copenhagen,1045.04,137.78,47.51 ms
2022-03-14,21:07,Faaborg-Midtfyn,595.65,1014.63,20.85 ms
2022-10-24,15:04,Ikast-Brande,252.68,911.9,46.11 ms
2022-10-02,10:56,Rebild,1027.39,89.3,40.07 ms
2022-07-29,04:25,Horsens,1259.75,714.51,42.91 ms
2022-07-15,13:46,Langeland,1002.07,953.02,53.08 ms
2022-05-19,20:35,Vejle,2173.68,597.69,44.11 ms
2022-08-02,00:21,Bornholm,1633.76,423.8,37.77 ms
2022-11-23,16:52,Ishøj,1971.38,425.69,9.0 ms
2022-11-13,08:53,Vordingborg,471.22,417.02,5.75 ms
2022-07-02,01:15,Faaborg-Midtfyn,330.01,943.49,49.25 ms
2022-05-01,13:08,Læsø,1987.86,991.31,38.18 ms
2022-08-02,23:27,Varde,1343.51,554.84,17.32 ms
2022-10-31,10:54,Rudersdal,2225.89,902.5,23.36 ms
2022-03-06,15:19,Halsnæs,1097.15,200.95,17.2 ms
2022-12-25,04:13,Egedal,81.37,375.43,12.03 ms
2022-09-20,18:05,Faaborg-Midtfyn,606.77,884.4,16.28 ms
2022-08-22,13:36,Kalundborg,2015.13,866.11,21.68 ms
2022-02-14,23:43,Høje-Taastrup,155.17,535.34,36.37 ms
2022-04-06,02:53,Brøndby,560.09,264.2,32.37 ms
2022-08-29,15:37,Hvidovre,2051.92,268.02,5.41 ms
2022-08-24,14:06,Ringsted,1841.23,683.68,51.45 ms
2022-04-17,17:21,Frederikshavn,1327.15,784.74,18.32 ms
2022-11-12,13:34,Randers,266.97,806.15,30.79 ms
2022-11-02,13:57,Kerteminde,2052.97,360.31,40.05 ms
2022-12-28,08:57,Billund,1757.29,856.85,8.99 ms
2022-12-25,07:48,Struer,1846.05,1029.75,37.82 ms
2022-06-29,09:30,Odsherred,416.61,54.32,2.22 ms
2022-05-12,12:20,Randers,1502.56,1214.43,7.8 ms
2022-08-11,15:35,Faaborg-Midtfyn,825.53,746.74,19.54 ms
2022-01-20,03:22,Lemvig,1498.27,855.1,4.18 ms
2022-09-29,22:32,Frederikssund,1002.88,129.46,25.65 ms
2022-01-04,11:40,Sorø,1892.64,192.64,11.69 ms
2022-03-15,15:52,Svendborg,1210.4,384.95,39.6 ms
2022-04-06,09:26,Odder,939.23,1067.51,6.78 ms
2022-10-31,11:45,Norddjurs,925.58,72.12,53.4 ms
2022-11-29,02:33,Vallensbæk,263.79,247.63,29.67 ms
2022-05-02,13:56,Næstved,1280.37,1233.67,40.23 ms
2022-01-29,20:19,Silkeborg,2374.33,824.24,25.46 ms
2022-03-16,20:09,Greve,162.22,182.79,13.48 ms
2022-04-16,22:34,Varde,672.62,341.16,54.81 ms
2022-08-19,14:15,Assens,168.23,526.03,20.09 ms
2022-07-20,13:54,Hjørring,1594.44,1122.61,41.15 ms
2022-07-01,08:31,Herlev,1510.05,444.0,51.76 ms
2022-04-23,13:07,Dragør,341.94,842.67,21.76 ms
2022-03-01,03:49,Bornholm,1007.66,84.18,2.63 ms
2022-12-12,08:05,Skanderborg,1547.95,1034.56,42.54 ms
2022-02-14,08:16,Greve,1041.41,775.25,47.46 ms
2022-02-25,10:53,Albertslund,2356.36,1108.65,34.45 ms
2022-11-20,21:19,Rebild,1546.26,822.63,31.64 ms
2022-11-13,14:14,Vesthimmerland,2344.05,852.54,22.71 ms
2022-09-28,12:39,Lolland,1099.4,946.54,42.73 ms
2022-09-24,02:34,Køge,1211.78,725.05,51.08 ms
2022-01-18,10:55,Tårnby,1695.06,226.66,21.67 ms
2022-06-23,07:51,Høje-Taastrup,487.68,629.25,44.49 ms
2022-06-11,15:20,Ærø,291.88,679.74,36.6 ms
2022-07-20,16:12,Brønderslev,2555.77,1252.07,25.2 ms
2022-09-30,22:02,Lemvig,2226.06,629.77,39.81 ms
2022-08-11,12:13,Lolland,2552.04,686.94,27.18 ms
2022-02-09,08:32,Frederikshavn,39.49,1169.99,37.99 ms
2022-07-07,22:23,Nyborg,2464.07,831.69,26.87 ms
2022-01-21,03:26,Sorø,2377.74,671.61,35.69 ms
2022-03-22,00:41,Copenhagen,1351.22,988.82,19.39 ms
2022-01-09,15:56,Jammerbugt,1781.3,1018.49,10.22 ms
2022-10-02,08:43,Morsø,2433.84,549.09,29.36 ms
2022-08-04,11:42,Tårnby,273.17,40.77,47.22 ms
2022-11-26,00:37,Middelfart,893.33,293.11,36.73 ms
2022-08-06,03:36,Gladsaxe,2260.27,853.07,6.79 ms
2022-05-29,10:50,Næstved,1939.27,1076.96,10.41 ms
2022-12-05,10:03,Syddjurs,1067.02,980.56,48.49 ms
2022-03-14,13:28,Horsens,611.9,166.67,49.34 ms
2022-07-06,18:19,Vallensbæk,1013.07,170.95,43.43 ms
2022-11-01,02:28,Frederikssund,899.74,375.55,28.45 ms
2022-07-22,09:16,Rebild,2047.48,161.85,30.39 ms
2022-10-17,13:50,Hedensted,1186.22,945.77,13.9 ms
2022-08-31,03:18,Slagelse,14.14,326.31,46.49 ms
2022-09-11,12:04,Greve,2501.42,417.35,14.55 ms
2022-04-25,05:04,Langeland,756.8,1232.24,18.21 ms
2022-11-05,20:59,Kalundborg,2008.44,902.27,30.89 ms
2022-06-18,06:25,Albertslund,196.92,159.02,44.55 ms
2022-03-17,03:52,Frederikssund,185.02,736.71,34.32 ms
2022-01-28,02:59,Høje-Taastrup,1201.46,783.64,22.06 ms
2022-06-28,14:37,Nordfyn,579.32,641.83,8.94 ms
2022-09-08,22:09,Lemvig,675.13,662.72,6.11 ms
2022-03-03,10:14,Stevns,1220.17,57.51,7.99 ms
2022-07-25,04:45,Aalborg,1068.96,720.73,22.33 ms
2022-03-18,16:18,Lejre,1976.4,422.36,20.55 ms
2022-06-04,06:10,Guldborgsund,1266.59,985.03,39.73 ms
2022-02-09,16:55,Thisted,1520.21,539.25,45.97 ms
2022-02-24,02:40,Sønderborg,1594.47,1198.02,6.44 ms
2022-07-11,05:01,Vordingborg,1595.19,958.55,49.57 ms
2022-04-06,12:07,Vallensbæk,2365.48,634.41,21.83 ms
2022-07-22,03:28,Greve,2248.71,1271.52,19.67 ms
2022-12-30,23:28,Ærø,195.76,554.25,52.73 ms
2022-05-15,07:38,Jammerbugt,2291.29,510.37,17.08 ms
2022-06-17,21:43,Mariagerfjord,92.93,1018.59,49.28 ms
2022-08-14,01:50,Holstebro,1256.4,1223.03,44.94 ms
2022-06-09,14:26,Samsø,338.46,1078.09,43.22 ms
2022-03-10,21:14,Glostrup,2068.21,184.01,33.0 ms
2022-07-14,17:42,Kalundborg,77.91,1024.83,2.87 ms
2022-07-03,10:52,Herlev,2130.37,628.28,51.76 ms
2022-03-10,05:31,Rødovre,2362.14,869.78,4.21 ms
2022-06-27,00:30,Favrskov,1492.96,156.07,23.51 ms
2022-02-27,05:19,Gentofte,2120.4,405.42,2.05 ms
2022-04-15,01:37,Holstebro,2129.12,1175.72,53.97 ms
2022-12-04,15:34,Sønderborg,10.13,154.62,26.93 ms
2022-08-18,08:01,Brøndby,942.04,909.84,52.83 ms
2022-02-04,11:19,Lyngby-Taarbæk,768.37,654.16,37.74 ms
2022-02-04,03:42,Struer,249.66,57.81,30.59 ms
2022-06-30,11:10,Læsø,1806.73,242.61,22.53 ms
2022-09-06,06:17,Langeland,2138.91,603.01,35.68 ms
2022-10-17,07:49,Kalundborg,1624.05,894.0,53.83 ms
2022-05-29,21:08,Fredericia,162.27,386.03,29.43 ms
2022-01-30,00:28,Viborg,14.18,959.33,13.46 ms
2022-02-26,17:00,Hørsholm,1826.93,41.28,17.06 ms
2022-09-15,08:14,Thisted,1343.33,397.44,13.63 ms
2022-03-11,14:32,Rebild,1138.2,1248.2,28.22 ms
2022-03-22,13:33,Gribskov,2069.02,451.91,52.49 ms
2022-05-23,23:42,Næstved,494.91,379.59,43.64 ms
2022-07-19,12:22,Gladsaxe,1114.52,610.1,26.06 ms
2022-04-24,04:41,Faxe,2104.87,1226.99,41.69 ms
2022-10-04,08:09,Samsø,290.63,7.34,30.17 ms
2022-07-12,07:52,Kolding,1902.07,742.69,3.32 ms
2022-05-22,10:38,Allerød,988.56,409.64,28.82 ms
2022-05-01,09:46,Gladsaxe,1372.8,858.93,16.97 ms
2022-01-13,09:42,Frederikshavn,1662.15,798.21,38.7 ms
2022-10-22,19:25,Rebild,1463.94,894.66,12.45 ms
2022-04-05,16:59,Slagelse,2079.89,640.27,6.57 ms
2022-01-20,08:11,Vordingborg,461.58,615.72,32.17 ms
2022-04-13,14:51,Middelfart,278.64,1159.55,24.48 ms
2022-01-12,06:41,Odsherred,1107.22,583.93,11.33 ms
2022-02-19,05:13,Varde,1837.97,566.54,8.0 ms
2022-08-19,15:54,Holbæk,1139.16,774.49,40.16 ms
2022-03-04,16:54,Silkeborg,835.73,67.65,49.68 ms
2022-05-14,08:52,Struer,847.41,962.19,25.83 ms
2022-11-23,15:45,Vejen,2326.45,859.61,7.25 ms
2022-04-04,08:06,Glostrup,1254.93,541.6,54.27 ms
2022-05-29,02:50,Vejen,128.29,976.92,13.88 ms
2022-02-18,01:21,Gladsaxe,1016.36,63.55,27.87 ms
2022-10-19,02:58,Vejle,2372.72,404.09,40.82 ms
2022-10-24,22:34,Halsnæs,418.26,593.16,12.69 ms
2022-04-28,01:14,Egedal,2297.54,35.01,46.61 ms
2022-04-24,01:58,Vallensbæk,1148.45,564.36,44.06 ms
2022-10-04,23:37,Vejle,141.11,1203.2,23.5 ms
2022-12-02,02:57,Horsens,1312.02,743.05,43.46 ms
2022-10-01,05:57,Albertslund,2540.99,854.71,49.0 ms
2022-10-04,20:46,Stevns,2557.59,802.93,51.16 ms
2022-09-08,08:56,Assens,1354.66,594.68,4.2 ms
2022-10-18,16:57,Samsø,2051.54,801.25,35.78 ms
2022-04-17,12:33,Ballerup,912.74,1036.32,37.8 ms
2022-12-27,08:19,Struer,2097.48,418.5,9.73 ms
2022-06-19,01:03,Hillerød,42.83,216.18,29.58 ms
2022-10-10,18:46,Brønderslev,1545.52,1013.61,25.37 ms
2022-11-06,22:30,Nordfyn,1851.44,367.59,47.16 ms
2022-05-09,16:11,Holstebro,2287.08,68.82,54.18 ms
2022-08-10,22:00,Hillerød,740.83,389.27,40.87 ms
2022-09-01,12:09,Herning,1391.12,536.46,9.28 ms
2022-04-30,13:26,Assens,579.66,143.07,48.59 ms
2022-09-07,23:49,Vesthimmerland,520.08,438.43,5.04 ms
2022-11-15,01:12,Holbæk,2359.61,405.02,13.88 ms
2022-05-14,10:09,Faaborg-Midtfyn,2072.47,623.6,25.25 ms
2022-09-29,23:31,Struer,1507.26,433.76,23.02 ms
2022-02-04,18:40,Gladsaxe,598.46,50.46,30.66 ms
2022-09-10,03:10,Horsens,2003.94,1195.89,4.78 ms
2022-01-31,18:09,Ærø,2064.64,385.1,30.93 ms
2022-01-31,19:30,Faaborg-Midtfyn,712.06,1252.65,31.68 ms
2022-04-15,01:53,Vesthimmerland,658.86,1003.13,4.98 ms
2022-11-06,09:47,Egedal,1530.76,120.56,2.85 ms
2022-06-17,05:23,Køge,628.95,1109.65,51.51 ms
2022-06-13,10:58,Copenhagen,154.83,349.71,3.95 ms
2022-10-27,12:27,Helsingør,7.66,1078.47,49.88 ms
2022-08-04,19:00,Vordingborg,8.88,1096.79,21.92 ms
2022-02-01,16:07,Hørsholm,1382.37,250.15,45.34 ms
2022-12-06,00:10,Ringkøbing-Skjern,1063.41,780.22,39.98 ms
2022-08-06,08:27,Jammerbugt,2559.24,71.95,44.86 ms
2022-09-26,02:49,Rebild,1928.19,456.52,45.21 ms
